timestamp,datetime,h,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),Pavg,iid,dif
2010-11-28 00:00:00,2010-11-28,0,0,0,12.8,0.0,12.8,0.0,311.48913333333337,5,-311.48913333333337
2010-11-28 01:00:00,2010-11-28,1,0,0,12.5,0.0,12.5,0.0,314.0116333333333,5,-314.0116333333333
2010-11-28 02:00:00,2010-11-28,2,0,0,12.2,0.0,12.2,0.0,282.97328333333337,5,-282.97328333333337
2010-11-28 03:00:00,2010-11-28,3,0,0,11.9,0.0,11.9,0.0,303.4154833333333,5,-303.4154833333333
2010-11-28 04:00:00,2010-11-28,4,0,0,11.6,0.0,11.6,0.0,292.7580166666666,5,-292.7580166666666
2010-11-28 05:00:00,2010-11-28,5,0,0,11.3,0.0,11.3,0.0,320.7490862068965,5,-320.7490862068965
2010-11-28 06:00:00,2010-11-28,6,0,0,11.0,0.0,11.0,0.0,290.17481666666663,5,-290.17481666666663
2010-11-28 07:00:00,2010-11-28,7,211,16,11.3,0.0,11.3,0.0,311.75573333333324,5,-311.75573333333324
2010-11-28 08:00:00,2010-11-28,8,188,84,12.3,161.542,18.553,507.434,300.60856666666666,5,206.82543333333336
2010-11-28 09:00:00,2010-11-28,9,439,100,13.8,335.413,27.575,1143.817,361.2579333333333,5,782.5590666666667
2010-11-28 10:00:00,2010-11-28,10,600,91,15.6,508.785,36.506,1691.404,398.77481666666665,5,1292.6291833333335
2010-11-28 11:00:00,2010-11-28,11,559,114,17.4,574.209,40.944,1862.458,856.7607666666668,5,1005.6972333333333
2010-11-28 12:00:00,2010-11-28,12,500,130,19.0,576.697,42.617,1849.321,1496.588533333333,5,352.7324666666668
2010-11-28 13:00:00,2010-11-28,13,276,166,20.1,412.529,36.975,1340.819,908.1526333333336,5,432.66636666666636
2010-11-28 14:00:00,2010-11-28,14,326,120,20.4,391.341,36.436,1281.693,764.4477666666666,5,517.2452333333334
2010-11-28 15:00:00,2010-11-28,15,167,85,19.8,200.683,28.034,670.661,1527.497366666667,5,-856.836366666667
2010-11-28 16:00:00,2010-11-28,16,106,20,18.6,74.928,21.672,246.737,1446.4610500000003,5,-1199.7240500000003
2010-11-28 17:00:00,2010-11-28,17,0,0,17.3,0.0,0.0,0.0,803.482,5,-803.482
2010-11-28 18:00:00,2010-11-28,18,0,0,16.2,0.0,16.2,0.0,728.4796333333333,5,-728.4796333333333
2010-11-28 19:00:00,2010-11-28,19,0,0,15.3,0.0,15.3,0.0,735.4874833333334,5,-735.4874833333334
2010-11-28 20:00:00,2010-11-28,20,0,0,14.5,0.0,14.5,0.0,789.6740666666666,5,-789.6740666666666
2010-11-28 21:00:00,2010-11-28,21,0,0,13.9,0.0,13.9,0.0,848.4090166666666,5,-848.4090166666666
2010-11-28 22:00:00,2010-11-28,22,0,0,13.4,0.0,13.4,0.0,564.3620833333333,5,-564.3620833333333
2010-11-28 23:00:00,2010-11-28,23,0,0,13.0,0.0,13.0,0.0,475.6019333333334,5,-475.6019333333334
2010-11-29 00:00:00,2010-11-29,0,0,0,12.6,0.0,12.6,0.0,467.8484666666667,5,-467.8484666666667
2010-11-29 01:00:00,2010-11-29,1,0,0,12.2,0.0,12.2,0.0,280.85848333333337,5,-280.85848333333337
2010-11-29 02:00:00,2010-11-29,2,0,0,11.8,0.0,11.8,0.0,333.3150999999999,5,-333.3150999999999
2010-11-29 03:00:00,2010-11-29,3,0,0,11.4,0.0,11.4,0.0,316.41431666666665,5,-316.41431666666665
2010-11-29 04:00:00,2010-11-29,4,0,0,11.0,0.0,11.0,0.0,275.40166666666664,5,-275.40166666666664
2010-11-29 05:00:00,2010-11-29,5,0,0,10.6,0.0,10.6,0.0,327.0777068965518,5,-327.0777068965518
2010-11-29 06:00:00,2010-11-29,6,0,0,10.3,0.0,10.3,0.0,263.3935166666667,5,-263.3935166666667
2010-11-29 07:00:00,2010-11-29,7,176,19,10.5,0.0,10.5,0.0,596.8734999999999,5,-596.8734999999999
2010-11-29 08:00:00,2010-11-29,8,276,83,11.4,185.555,18.79,576.551,299.99425,5,276.55675
2010-11-29 09:00:00,2010-11-29,9,434,110,12.8,342.979,26.882,1172.298,323.4800666666667,5,848.8179333333333
2010-11-29 10:00:00,2010-11-29,10,559,110,14.5,501.896,35.117,1675.804,305.17523333333327,5,1370.6287666666667
2010-11-29 11:00:00,2010-11-29,11,628,103,16.2,613.333,41.356,1989.502,315.57396666666665,5,1673.9280333333334
2010-11-29 12:00:00,2010-11-29,12,628,103,17.7,650.122,44.34,2076.777,594.0670666666667,5,1482.7099333333333
2010-11-29 13:00:00,2010-11-29,13,559,110,18.7,599.141,43.247,1920.398,398.9444333333333,5,1521.4535666666666
2010-11-29 14:00:00,2010-11-29,14,434,110,19.0,467.292,38.159,1528.274,577.5142666666668,5,950.7597333333331
2010-11-29 15:00:00,2010-11-29,15,276,83,18.5,276.218,29.843,928.416,350.66806666666673,5,577.7479333333333
2010-11-29 16:00:00,2010-11-29,16,176,19,17.4,108.793,21.861,363.806,410.0838,5,-46.27780000000001
2010-11-29 17:00:00,2010-11-29,17,0,0,16.1,0.0,0.0,0.0,483.87295,5,-483.87295
2010-11-29 18:00:00,2010-11-29,18,0,0,15.1,0.0,15.1,0.0,548.8688166666667,5,-548.8688166666667
2010-11-29 19:00:00,2010-11-29,19,0,0,14.2,0.0,14.2,0.0,714.5624666666666,5,-714.5624666666666
2010-11-29 20:00:00,2010-11-29,20,0,0,13.5,0.0,13.5,0.0,1260.2479833333334,5,-1260.2479833333334
2010-11-29 21:00:00,2010-11-29,21,0,0,13.0,0.0,13.0,0.0,1498.37335,5,-1498.37335
2010-11-29 22:00:00,2010-11-29,22,0,0,12.5,0.0,12.5,0.0,714.5177333333334,5,-714.5177333333334
2010-11-29 23:00:00,2010-11-29,23,0,0,12.1,0.0,12.1,0.0,1226.2911,5,-1226.2911
2010-11-30 00:00:00,2010-11-30,0,0,0,11.8,0.0,11.8,0.0,455.7667,5,-455.7667
